idx,tracking_ts_unix,tracking_ts_gmt2,closest_timestamp_idx,closest_robot_ts_unix,closest_robot_ts_gmt2,time_difference
1027,1753805717.011255,2025-07-29 18:15:17,347,1753805717.031784,2025-07-29 18:15:17,0.02052900000000002
1028,1753805717.065726,2025-07-29 18:15:17,347,1753805717.031784,2025-07-29 18:15:17,0.033942
1029,1753805717.112522,2025-07-29 18:15:17,347,1753805717.031784,2025-07-29 18:15:17,0.080738
1030,1753805717.155174,2025-07-29 18:15:17,348,1753805717.229257,2025-07-29 18:15:17,0.07408300000000001
1031,1753805717.213121,2025-07-29 18:15:17,348,1753805717.229257,2025-07-29 18:15:17,0.01613600000000004
1032,1753805717.260082,2025-07-29 18:15:17,348,1753805717.229257,2025-07-29 18:15:17,0.030825
1033,1753805717.309846,2025-07-29 18:15:17,348,1753805717.229257,2025-07-29 18:15:17,0.080589
1034,1753805717.370608,2025-07-29 18:15:17,349,1753805717.411086,2025-07-29 18:15:17,0.040478000000000014
1035,1753805717.413301,2025-07-29 18:15:17,349,1753805717.411086,2025-07-29 18:15:17,0.002215
1036,1753805717.47512,2025-07-29 18:15:17,349,1753805717.411086,2025-07-29 18:15:17,0.064034
1037,1753805717.510802,2025-07-29 18:15:17,350,1753805717.585913,2025-07-29 18:15:17,0.07511100000000004
1038,1753805717.562498,2025-07-29 18:15:17,350,1753805717.585913,2025-07-29 18:15:17,0.023414999999999964
1039,1753805717.61478,2025-07-29 18:15:17,350,1753805717.585913,2025-07-29 18:15:17,0.028867
1040,1753805717.667565,2025-07-29 18:15:17,350,1753805717.585913,2025-07-29 18:15:17,0.081652
1041,1753805717.714497,2025-07-29 18:15:17,351,1753805717.760843,2025-07-29 18:15:17,0.046346
1042,1753805717.760649,2025-07-29 18:15:17,351,1753805717.760843,2025-07-29 18:15:17,0.00019400000000002748
1043,1753805717.815464,2025-07-29 18:15:17,351,1753805717.760843,2025-07-29 18:15:17,0.054621
1044,1753805717.855869,2025-07-29 18:15:17,352,1753805717.933332,2025-07-29 18:15:17,0.07746299999999995
1045,1753805717.912588,2025-07-29 18:15:17,352,1753805717.933332,2025-07-29 18:15:17,0.020743999999999985
1046,1753805717.966397,2025-07-29 18:15:17,352,1753805717.933332,2025-07-29 18:15:17,0.033065
1047,1753805718.01238,2025-07-29 18:15:18,352,1753805717.933332,2025-07-29 18:15:17,0.079048
1048,1753805718.067144,2025-07-29 18:15:18,353,1753805718.103417,2025-07-29 18:15:18,0.036273
1049,1753805718.110765,2025-07-29 18:15:18,353,1753805718.103417,2025-07-29 18:15:18,0.007348
1050,1753805718.159752,2025-07-29 18:15:18,353,1753805718.103417,2025-07-29 18:15:18,0.056335
1051,1753805718.217096,2025-07-29 18:15:18,354,1753805718.281869,2025-07-29 18:15:18,0.06477299999999997
1052,1753805718.268621,2025-07-29 18:15:18,354,1753805718.281869,2025-07-29 18:15:18,0.013248000000000038
1053,1753805718.312496,2025-07-29 18:15:18,354,1753805718.281869,2025-07-29 18:15:18,0.030627
1054,1753805718.362558,2025-07-29 18:15:18,354,1753805718.281869,2025-07-29 18:15:18,0.080689
1055,1753805718.412161,2025-07-29 18:15:18,355,1753805718.456979,2025-07-29 18:15:18,0.044818000000000024
1056,1753805718.474114,2025-07-29 18:15:18,355,1753805718.456979,2025-07-29 18:15:18,0.017135
1057,1753805718.511601,2025-07-29 18:15:18,355,1753805718.456979,2025-07-29 18:15:18,0.054622
1058,1753805718.566398,2025-07-29 18:15:18,356,1753805718.628759,2025-07-29 18:15:18,0.062361
1059,1753805718.626258,2025-07-29 18:15:18,356,1753805718.628759,2025-07-29 18:15:18,0.0025009999999999755
1060,1753805718.682843,2025-07-29 18:15:18,356,1753805718.628759,2025-07-29 18:15:18,0.054084
1061,1753805718.719972,2025-07-29 18:15:18,357,1753805718.801093,2025-07-29 18:15:18,0.081121
1062,1753805718.767641,2025-07-29 18:15:18,357,1753805718.801093,2025-07-29 18:15:18,0.03345200000000004
1063,1753805718.825974,2025-07-29 18:15:18,357,1753805718.801093,2025-07-29 18:15:18,0.024881
1064,1753805718.861843,2025-07-29 18:15:18,357,1753805718.801093,2025-07-29 18:15:18,0.06075
1065,1753805718.912787,2025-07-29 18:15:18,358,1753805718.976604,2025-07-29 18:15:18,0.06381700000000001
1066,1753805718.96186,2025-07-29 18:15:18,358,1753805718.976604,2025-07-29 18:15:18,0.01474399999999998
1067,1753805719.010264,2025-07-29 18:15:19,358,1753805718.976604,2025-07-29 18:15:18,0.03366
1068,1753805719.056659,2025-07-29 18:15:19,358,1753805718.976604,2025-07-29 18:15:18,0.080055
1069,1753805719.109984,2025-07-29 18:15:19,359,1753805719.149204,2025-07-29 18:15:19,0.03922000000000003
1070,1753805719.153115,2025-07-29 18:15:19,359,1753805719.149204,2025-07-29 18:15:19,0.003911
1071,1753805719.212786,2025-07-29 18:15:19,359,1753805719.149204,2025-07-29 18:15:19,0.063582
1072,1753805719.260724,2025-07-29 18:15:19,360,1753805719.320649,2025-07-29 18:15:19,0.059925000000000006
1073,1753805719.308888,2025-07-29 18:15:19,360,1753805719.320649,2025-07-29 18:15:19,0.011761000000000021
1074,1753805719.362573,2025-07-29 18:15:19,360,1753805719.320649,2025-07-29 18:15:19,0.041924
1075,1753805719.41186,2025-07-29 18:15:19,361,1753805719.49687,2025-07-29 18:15:19,0.08501000000000003
1076,1753805719.468542,2025-07-29 18:15:19,361,1753805719.49687,2025-07-29 18:15:19,0.02832800000000002
1077,1753805719.530556,2025-07-29 18:15:19,361,1753805719.49687,2025-07-29 18:15:19,0.033686
1078,1753805719.583273,2025-07-29 18:15:19,361,1753805719.49687,2025-07-29 18:15:19,0.086403
1079,1753805719.62101,2025-07-29 18:15:19,362,1753805719.672357,2025-07-29 18:15:19,0.05134700000000003
1080,1753805719.676677,2025-07-29 18:15:19,362,1753805719.672357,2025-07-29 18:15:19,0.00432
1081,1753805719.723661,2025-07-29 18:15:19,362,1753805719.672357,2025-07-29 18:15:19,0.051304
1082,1753805719.772008,2025-07-29 18:15:19,363,1753805719.849619,2025-07-29 18:15:19,0.07761099999999999
1083,1753805719.8237,2025-07-29 18:15:19,363,1753805719.849619,2025-07-29 18:15:19,0.025919000000000025
1084,1753805719.860143,2025-07-29 18:15:19,363,1753805719.849619,2025-07-29 18:15:19,0.010524
1085,1753805719.908949,2025-07-29 18:15:19,363,1753805719.849619,2025-07-29 18:15:19,0.05933
1086,1753805719.965694,2025-07-29 18:15:19,364,1753805720.025214,2025-07-29 18:15:20,0.05952000000000002
1087,1753805720.013331,2025-07-29 18:15:20,364,1753805720.025214,2025-07-29 18:15:20,0.011882999999999977
1088,1753805720.062412,2025-07-29 18:15:20,364,1753805720.025214,2025-07-29 18:15:20,0.037198
1089,1753805720.114485,2025-07-29 18:15:20,365,1753805720.197097,2025-07-29 18:15:20,0.08261200000000002
1090,1753805720.163011,2025-07-29 18:15:20,365,1753805720.197097,2025-07-29 18:15:20,0.03408599999999995
1091,1753805720.215585,2025-07-29 18:15:20,365,1753805720.197097,2025-07-29 18:15:20,0.018488
1092,1753805720.259119,2025-07-29 18:15:20,365,1753805720.197097,2025-07-29 18:15:20,0.062022
1093,1753805720.310557,2025-07-29 18:15:20,366,1753805720.372588,2025-07-29 18:15:20,0.06203099999999995
1094,1753805720.36537,2025-07-29 18:15:20,366,1753805720.372588,2025-07-29 18:15:20,0.007217999999999947
1095,1753805720.418372,2025-07-29 18:15:20,366,1753805720.372588,2025-07-29 18:15:20,0.045784
1096,1753805720.465661,2025-07-29 18:15:20,367,1753805720.544537,2025-07-29 18:15:20,0.07887599999999995
1097,1753805720.512427,2025-07-29 18:15:20,367,1753805720.544537,2025-07-29 18:15:20,0.03210999999999997
1098,1753805720.559933,2025-07-29 18:15:20,367,1753805720.544537,2025-07-29 18:15:20,0.015396
1099,1753805720.610004,2025-07-29 18:15:20,367,1753805720.544537,2025-07-29 18:15:20,0.065467
1100,1753805720.659775,2025-07-29 18:15:20,368,1753805720.718307,2025-07-29 18:15:20,0.05853200000000003
1101,1753805720.711544,2025-07-29 18:15:20,368,1753805720.718307,2025-07-29 18:15:20,0.0067629999999999635
1102,1753805720.774795,2025-07-29 18:15:20,368,1753805720.718307,2025-07-29 18:15:20,0.056488
1103,1753805720.810119,2025-07-29 18:15:20,369,1753805720.894419,2025-07-29 18:15:20,0.08430000000000004
1104,1753805720.862333,2025-07-29 18:15:20,369,1753805720.894419,2025-07-29 18:15:20,0.03208599999999995
1105,1753805720.918207,2025-07-29 18:15:20,369,1753805720.894419,2025-07-29 18:15:20,0.023788
1106,1753805720.967438,2025-07-29 18:15:20,369,1753805720.894419,2025-07-29 18:15:20,0.073019
1107,1753805721.017772,2025-07-29 18:15:21,370,1753805721.069135,2025-07-29 18:15:21,0.05136300000000005
1108,1753805721.066933,2025-07-29 18:15:21,370,1753805721.069135,2025-07-29 18:15:21,0.0022020000000000373
1109,1753805721.121136,2025-07-29 18:15:21,370,1753805721.069135,2025-07-29 18:15:21,0.052001
1110,1753805721.171716,2025-07-29 18:15:21,370,1753805721.069135,2025-07-29 18:15:21,0.102581
1111,1753805721.212845,2025-07-29 18:15:21,370,1753805721.069135,2025-07-29 18:15:21,0.14371
1112,1753805721.256268,2025-07-29 18:15:21,370,1753805721.069135,2025-07-29 18:15:21,0.187133
1113,1753805721.317192,2025-07-29 18:15:21,370,1753805721.069135,2025-07-29 18:15:21,0.248057
1114,1753805721.36402,2025-07-29 18:15:21,370,1753805721.069135,2025-07-29 18:15:21,0.294885
1115,1753805721.412385,2025-07-29 18:15:21,370,1753805721.069135,2025-07-29 18:15:21,0.34325
1116,1753805721.470104,2025-07-29 18:15:21,370,1753805721.069135,2025-07-29 18:15:21,0.400969
1117,1753805721.52192,2025-07-29 18:15:21,370,1753805721.069135,2025-07-29 18:15:21,0.452785
1118,1753805721.575832,2025-07-29 18:15:21,370,1753805721.069135,2025-07-29 18:15:21,0.506697
1119,1753805721.612406,2025-07-29 18:15:21,370,1753805721.069135,2025-07-29 18:15:21,0.543271
1120,1753805721.65991,2025-07-29 18:15:21,370,1753805721.069135,2025-07-29 18:15:21,0.590775
1121,1753805721.708615,2025-07-29 18:15:21,370,1753805721.069135,2025-07-29 18:15:21,0.63948
1122,1753805721.766661,2025-07-29 18:15:21,370,1753805721.069135,2025-07-29 18:15:21,0.697526
1123,1753805721.811366,2025-07-29 18:15:21,370,1753805721.069135,2025-07-29 18:15:21,0.742231
1124,1753805721.862037,2025-07-29 18:15:21,370,1753805721.069135,2025-07-29 18:15:21,0.792902
1125,1753805721.908584,2025-07-29 18:15:21,370,1753805721.069135,2025-07-29 18:15:21,0.839449
1126,1753805721.959429,2025-07-29 18:15:21,370,1753805721.069135,2025-07-29 18:15:21,0.890294
1127,1753805722.013486,2025-07-29 18:15:22,370,1753805721.069135,2025-07-29 18:15:21,0.944351
1128,1753805722.074961,2025-07-29 18:15:22,370,1753805721.069135,2025-07-29 18:15:21,1.005826
1129,1753805722.119079,2025-07-29 18:15:22,370,1753805721.069135,2025-07-29 18:15:21,1.049944
1130,1753805722.159316,2025-07-29 18:15:22,370,1753805721.069135,2025-07-29 18:15:21,1.090181
1131,1753805722.215823,2025-07-29 18:15:22,370,1753805721.069135,2025-07-29 18:15:21,1.146688
1132,1753805722.261626,2025-07-29 18:15:22,370,1753805721.069135,2025-07-29 18:15:21,1.192491
1133,1753805722.309782,2025-07-29 18:15:22,370,1753805721.069135,2025-07-29 18:15:21,1.240647
1134,1753805722.376185,2025-07-29 18:15:22,370,1753805721.069135,2025-07-29 18:15:21,1.30705
1135,1753805722.42436,2025-07-29 18:15:22,370,1753805721.069135,2025-07-29 18:15:21,1.355225
1136,1753805722.470627,2025-07-29 18:15:22,370,1753805721.069135,2025-07-29 18:15:21,1.401492
1137,1753805722.517616,2025-07-29 18:15:22,370,1753805721.069135,2025-07-29 18:15:21,1.4484810000000001
1138,1753805722.570359,2025-07-29 18:15:22,370,1753805721.069135,2025-07-29 18:15:21,1.5012240000000001
1139,1753805722.614591,2025-07-29 18:15:22,370,1753805721.069135,2025-07-29 18:15:21,1.5454560000000002
1140,1753805722.669415,2025-07-29 18:15:22,370,1753805721.069135,2025-07-29 18:15:21,1.6002800000000001
1141,1753805722.710978,2025-07-29 18:15:22,370,1753805721.069135,2025-07-29 18:15:21,1.6418430000000002
1142,1753805722.7748,2025-07-29 18:15:22,370,1753805721.069135,2025-07-29 18:15:21,1.705665
1143,1753805722.808762,2025-07-29 18:15:22,370,1753805721.069135,2025-07-29 18:15:21,1.739627
1144,1753805722.867553,2025-07-29 18:15:22,370,1753805721.069135,2025-07-29 18:15:21,1.7984179999999999
1145,1753805722.912321,2025-07-29 18:15:22,370,1753805721.069135,2025-07-29 18:15:21,1.843186
1146,1753805722.964814,2025-07-29 18:15:22,370,1753805721.069135,2025-07-29 18:15:21,1.895679
1147,1753805723.012166,2025-07-29 18:15:23,370,1753805721.069135,2025-07-29 18:15:21,1.943031
1148,1753805723.065374,2025-07-29 18:15:23,370,1753805721.069135,2025-07-29 18:15:21,1.996239
1149,1753805723.11429,2025-07-29 18:15:23,370,1753805721.069135,2025-07-29 18:15:21,2.045155
1150,1753805723.162375,2025-07-29 18:15:23,370,1753805721.069135,2025-07-29 18:15:21,2.09324
1151,1753805723.210519,2025-07-29 18:15:23,370,1753805721.069135,2025-07-29 18:15:21,2.141384
1152,1753805723.270955,2025-07-29 18:15:23,370,1753805721.069135,2025-07-29 18:15:21,2.20182
1153,1753805723.339332,2025-07-29 18:15:23,370,1753805721.069135,2025-07-29 18:15:21,2.270197
1154,1753805723.379402,2025-07-29 18:15:23,370,1753805721.069135,2025-07-29 18:15:21,2.310267
1155,1753805723.414291,2025-07-29 18:15:23,370,1753805721.069135,2025-07-29 18:15:21,2.3451560000000002
1156,1753805723.460151,2025-07-29 18:15:23,370,1753805721.069135,2025-07-29 18:15:21,2.391016
1157,1753805723.520494,2025-07-29 18:15:23,370,1753805721.069135,2025-07-29 18:15:21,2.451359
1158,1753805723.565612,2025-07-29 18:15:23,370,1753805721.069135,2025-07-29 18:15:21,2.496477
1159,1753805723.612297,2025-07-29 18:15:23,370,1753805721.069135,2025-07-29 18:15:21,2.543162
1160,1753805723.664451,2025-07-29 18:15:23,370,1753805721.069135,2025-07-29 18:15:21,2.595316
1161,1753805723.714449,2025-07-29 18:15:23,370,1753805721.069135,2025-07-29 18:15:21,2.645314
1162,1753805723.760965,2025-07-29 18:15:23,370,1753805721.069135,2025-07-29 18:15:21,2.69183
1163,1753805723.814187,2025-07-29 18:15:23,370,1753805721.069135,2025-07-29 18:15:21,2.7450520000000003
1164,1753805723.864911,2025-07-29 18:15:23,370,1753805721.069135,2025-07-29 18:15:21,2.795776
1165,1753805723.91714,2025-07-29 18:15:23,370,1753805721.069135,2025-07-29 18:15:21,2.848005
1166,1753805723.965553,2025-07-29 18:15:23,370,1753805721.069135,2025-07-29 18:15:21,2.896418
1167,1753805724.014001,2025-07-29 18:15:24,370,1753805721.069135,2025-07-29 18:15:21,2.944866
1168,1753805724.061385,2025-07-29 18:15:24,370,1753805721.069135,2025-07-29 18:15:21,2.99225
1169,1753805724.111551,2025-07-29 18:15:24,370,1753805721.069135,2025-07-29 18:15:21,3.042416
1170,1753805724.162468,2025-07-29 18:15:24,370,1753805721.069135,2025-07-29 18:15:21,3.093333
1171,1753805724.212272,2025-07-29 18:15:24,370,1753805721.069135,2025-07-29 18:15:21,3.143137
1172,1753805724.268606,2025-07-29 18:15:24,370,1753805721.069135,2025-07-29 18:15:21,3.199471
1173,1753805724.306592,2025-07-29 18:15:24,370,1753805721.069135,2025-07-29 18:15:21,3.237457
1174,1753805724.363417,2025-07-29 18:15:24,370,1753805721.069135,2025-07-29 18:15:21,3.294282
1175,1753805724.418109,2025-07-29 18:15:24,370,1753805721.069135,2025-07-29 18:15:21,3.348974
1176,1753805724.470463,2025-07-29 18:15:24,370,1753805721.069135,2025-07-29 18:15:21,3.401328
1177,1753805724.522315,2025-07-29 18:15:24,370,1753805721.069135,2025-07-29 18:15:21,3.45318
1178,1753805724.566504,2025-07-29 18:15:24,370,1753805721.069135,2025-07-29 18:15:21,3.497369
1179,1753805724.618591,2025-07-29 18:15:24,370,1753805721.069135,2025-07-29 18:15:21,3.549456
1180,1753805724.661851,2025-07-29 18:15:24,370,1753805721.069135,2025-07-29 18:15:21,3.5927160000000002
1181,1753805724.714834,2025-07-29 18:15:24,370,1753805721.069135,2025-07-29 18:15:21,3.645699
1182,1753805724.770994,2025-07-29 18:15:24,370,1753805721.069135,2025-07-29 18:15:21,3.701859
1183,1753805724.812804,2025-07-29 18:15:24,370,1753805721.069135,2025-07-29 18:15:21,3.743669
1184,1753805724.862817,2025-07-29 18:15:24,370,1753805721.069135,2025-07-29 18:15:21,3.793682
1185,1753805724.917332,2025-07-29 18:15:24,370,1753805721.069135,2025-07-29 18:15:21,3.848197
1186,1753805724.967636,2025-07-29 18:15:24,370,1753805721.069135,2025-07-29 18:15:21,3.898501
1187,1753805725.014885,2025-07-29 18:15:25,370,1753805721.069135,2025-07-29 18:15:21,3.94575
1188,1753805725.066209,2025-07-29 18:15:25,370,1753805721.069135,2025-07-29 18:15:21,3.997074
1189,1753805725.115611,2025-07-29 18:15:25,370,1753805721.069135,2025-07-29 18:15:21,4.046476
1190,1753805725.165456,2025-07-29 18:15:25,370,1753805721.069135,2025-07-29 18:15:21,4.096321
1191,1753805725.220176,2025-07-29 18:15:25,370,1753805721.069135,2025-07-29 18:15:21,4.151041
1192,1753805725.266767,2025-07-29 18:15:25,370,1753805721.069135,2025-07-29 18:15:21,4.197632
1193,1753805725.321237,2025-07-29 18:15:25,370,1753805721.069135,2025-07-29 18:15:21,4.252102
1194,1753805725.370269,2025-07-29 18:15:25,370,1753805721.069135,2025-07-29 18:15:21,4.301134
1195,1753805725.416417,2025-07-29 18:15:25,370,1753805721.069135,2025-07-29 18:15:21,4.347282
1196,1753805725.459348,2025-07-29 18:15:25,370,1753805721.069135,2025-07-29 18:15:21,4.390213
1197,1753805725.515866,2025-07-29 18:15:25,370,1753805721.069135,2025-07-29 18:15:21,4.446731
1198,1753805725.567498,2025-07-29 18:15:25,370,1753805721.069135,2025-07-29 18:15:21,4.498363
1199,1753805725.610097,2025-07-29 18:15:25,370,1753805721.069135,2025-07-29 18:15:21,4.540962
1200,1753805725.669511,2025-07-29 18:15:25,370,1753805721.069135,2025-07-29 18:15:21,4.600376
1201,1753805725.711841,2025-07-29 18:15:25,370,1753805721.069135,2025-07-29 18:15:21,4.642706
1202,1753805725.762492,2025-07-29 18:15:25,370,1753805721.069135,2025-07-29 18:15:21,4.693357
1203,1753805725.823538,2025-07-29 18:15:25,370,1753805721.069135,2025-07-29 18:15:21,4.754403
1204,1753805725.86715,2025-07-29 18:15:25,370,1753805721.069135,2025-07-29 18:15:21,4.798015
1205,1753805725.906721,2025-07-29 18:15:25,370,1753805721.069135,2025-07-29 18:15:21,4.837586
1206,1753805725.957684,2025-07-29 18:15:25,370,1753805721.069135,2025-07-29 18:15:21,4.888549
1207,1753805726.009645,2025-07-29 18:15:26,370,1753805721.069135,2025-07-29 18:15:21,4.94051
1208,1753805726.056186,2025-07-29 18:15:26,370,1753805721.069135,2025-07-29 18:15:21,4.987051
1209,1753805726.110288,2025-07-29 18:15:26,370,1753805721.069135,2025-07-29 18:15:21,5.041153
1210,1753805726.16248,2025-07-29 18:15:26,370,1753805721.069135,2025-07-29 18:15:21,5.093345
1211,1753805726.212266,2025-07-29 18:15:26,370,1753805721.069135,2025-07-29 18:15:21,5.143131
1212,1753805726.263172,2025-07-29 18:15:26,370,1753805721.069135,2025-07-29 18:15:21,5.194037
1213,1753805726.310786,2025-07-29 18:15:26,370,1753805721.069135,2025-07-29 18:15:21,5.241651
1214,1753805726.362219,2025-07-29 18:15:26,370,1753805721.069135,2025-07-29 18:15:21,5.293084
1215,1753805726.41626,2025-07-29 18:15:26,370,1753805721.069135,2025-07-29 18:15:21,5.347125
1216,1753805726.461244,2025-07-29 18:15:26,370,1753805721.069135,2025-07-29 18:15:21,5.392109
1217,1753805726.515431,2025-07-29 18:15:26,370,1753805721.069135,2025-07-29 18:15:21,5.446296
1218,1753805726.563781,2025-07-29 18:15:26,370,1753805721.069135,2025-07-29 18:15:21,5.494646
1219,1753805726.618794,2025-07-29 18:15:26,370,1753805721.069135,2025-07-29 18:15:21,5.549659
1220,1753805726.659814,2025-07-29 18:15:26,370,1753805721.069135,2025-07-29 18:15:21,5.590679
1221,1753805726.709869,2025-07-29 18:15:26,370,1753805721.069135,2025-07-29 18:15:21,5.640734
1222,1753805726.760474,2025-07-29 18:15:26,370,1753805721.069135,2025-07-29 18:15:21,5.691339
1223,1753805726.813671,2025-07-29 18:15:26,370,1753805721.069135,2025-07-29 18:15:21,5.744536
1224,1753805726.86387,2025-07-29 18:15:26,370,1753805721.069135,2025-07-29 18:15:21,5.794735
1225,1753805726.915391,2025-07-29 18:15:26,370,1753805721.069135,2025-07-29 18:15:21,5.846256
1226,1753805726.9667,2025-07-29 18:15:26,370,1753805721.069135,2025-07-29 18:15:21,5.897565
1227,1753805727.007923,2025-07-29 18:15:27,370,1753805721.069135,2025-07-29 18:15:21,5.938788
1228,1753805727.062023,2025-07-29 18:15:27,370,1753805721.069135,2025-07-29 18:15:21,5.992888
1229,1753805727.105273,2025-07-29 18:15:27,370,1753805721.069135,2025-07-29 18:15:21,6.036138
1230,1753805727.165247,2025-07-29 18:15:27,370,1753805721.069135,2025-07-29 18:15:21,6.096112
1231,1753805727.214358,2025-07-29 18:15:27,370,1753805721.069135,2025-07-29 18:15:21,6.145223
1232,1753805727.27092,2025-07-29 18:15:27,370,1753805721.069135,2025-07-29 18:15:21,6.201785
1233,1753805727.313878,2025-07-29 18:15:27,370,1753805721.069135,2025-07-29 18:15:21,6.244743
1234,1753805727.363538,2025-07-29 18:15:27,370,1753805721.069135,2025-07-29 18:15:21,6.294403
1235,1753805727.411986,2025-07-29 18:15:27,370,1753805721.069135,2025-07-29 18:15:21,6.342851
1236,1753805727.462819,2025-07-29 18:15:27,370,1753805721.069135,2025-07-29 18:15:21,6.393684
1237,1753805727.510754,2025-07-29 18:15:27,370,1753805721.069135,2025-07-29 18:15:21,6.441619
1238,1753805727.558416,2025-07-29 18:15:27,370,1753805721.069135,2025-07-29 18:15:21,6.489281
1239,1753805727.613326,2025-07-29 18:15:27,370,1753805721.069135,2025-07-29 18:15:21,6.544191
1240,1753805727.661113,2025-07-29 18:15:27,370,1753805721.069135,2025-07-29 18:15:21,6.591978
1241,1753805727.711596,2025-07-29 18:15:27,370,1753805721.069135,2025-07-29 18:15:21,6.642461
1242,1753805727.759697,2025-07-29 18:15:27,370,1753805721.069135,2025-07-29 18:15:21,6.690562
1243,1753805727.814633,2025-07-29 18:15:27,370,1753805721.069135,2025-07-29 18:15:21,6.7454979999999995
1244,1753805727.87004,2025-07-29 18:15:27,370,1753805721.069135,2025-07-29 18:15:21,6.800905
1245,1753805727.91327,2025-07-29 18:15:27,370,1753805721.069135,2025-07-29 18:15:21,6.844135
1246,1753805727.968604,2025-07-29 18:15:27,370,1753805721.069135,2025-07-29 18:15:21,6.899469
1247,1753805728.014674,2025-07-29 18:15:28,370,1753805721.069135,2025-07-29 18:15:21,6.945539
1248,1753805728.06752,2025-07-29 18:15:28,370,1753805721.069135,2025-07-29 18:15:21,6.998385
1249,1753805728.112686,2025-07-29 18:15:28,370,1753805721.069135,2025-07-29 18:15:21,7.043551
1250,1753805728.157943,2025-07-29 18:15:28,370,1753805721.069135,2025-07-29 18:15:21,7.088808
1251,1753805728.211444,2025-07-29 18:15:28,370,1753805721.069135,2025-07-29 18:15:21,7.142309
1252,1753805728.258557,2025-07-29 18:15:28,370,1753805721.069135,2025-07-29 18:15:21,7.189422
1253,1753805728.32124,2025-07-29 18:15:28,370,1753805721.069135,2025-07-29 18:15:21,7.252105
1254,1753805728.369919,2025-07-29 18:15:28,370,1753805721.069135,2025-07-29 18:15:21,7.300784
1255,1753805728.41119,2025-07-29 18:15:28,370,1753805721.069135,2025-07-29 18:15:21,7.342055
1256,1753805728.46626,2025-07-29 18:15:28,370,1753805721.069135,2025-07-29 18:15:21,7.397125
1257,1753805728.513003,2025-07-29 18:15:28,370,1753805721.069135,2025-07-29 18:15:21,7.443868
1258,1753805728.567438,2025-07-29 18:15:28,370,1753805721.069135,2025-07-29 18:15:21,7.498303
1259,1753805728.611904,2025-07-29 18:15:28,370,1753805721.069135,2025-07-29 18:15:21,7.542769
1260,1753805728.663309,2025-07-29 18:15:28,370,1753805721.069135,2025-07-29 18:15:21,7.594174
1261,1753805728.711091,2025-07-29 18:15:28,370,1753805721.069135,2025-07-29 18:15:21,7.641956
1262,1753805728.763558,2025-07-29 18:15:28,370,1753805721.069135,2025-07-29 18:15:21,7.6944230000000005
1263,1753805728.821609,2025-07-29 18:15:28,370,1753805721.069135,2025-07-29 18:15:21,7.752474
1264,1753805728.863889,2025-07-29 18:15:28,370,1753805721.069135,2025-07-29 18:15:21,7.794754
1265,1753805728.911406,2025-07-29 18:15:28,370,1753805721.069135,2025-07-29 18:15:21,7.842271
1266,1753805728.964146,2025-07-29 18:15:28,370,1753805721.069135,2025-07-29 18:15:21,7.895011
1267,1753805729.010765,2025-07-29 18:15:29,370,1753805721.069135,2025-07-29 18:15:21,7.94163
1268,1753805729.06644,2025-07-29 18:15:29,370,1753805721.069135,2025-07-29 18:15:21,7.997305
1269,1753805729.122532,2025-07-29 18:15:29,370,1753805721.069135,2025-07-29 18:15:21,8.053397
1270,1753805729.175179,2025-07-29 18:15:29,370,1753805721.069135,2025-07-29 18:15:21,8.106044
1271,1753805729.214734,2025-07-29 18:15:29,370,1753805721.069135,2025-07-29 18:15:21,8.145599
1272,1753805729.265648,2025-07-29 18:15:29,370,1753805721.069135,2025-07-29 18:15:21,8.196513
1273,1753805729.30801,2025-07-29 18:15:29,370,1753805721.069135,2025-07-29 18:15:21,8.238875
1274,1753805729.362363,2025-07-29 18:15:29,370,1753805721.069135,2025-07-29 18:15:21,8.293228
1275,1753805729.407694,2025-07-29 18:15:29,370,1753805721.069135,2025-07-29 18:15:21,8.338559
1276,1753805729.460178,2025-07-29 18:15:29,370,1753805721.069135,2025-07-29 18:15:21,8.391043
1277,1753805729.516728,2025-07-29 18:15:29,370,1753805721.069135,2025-07-29 18:15:21,8.447593
1278,1753805729.573469,2025-07-29 18:15:29,370,1753805721.069135,2025-07-29 18:15:21,8.504334
1279,1753805729.619038,2025-07-29 18:15:29,370,1753805721.069135,2025-07-29 18:15:21,8.549903
1280,1753805729.682192,2025-07-29 18:15:29,370,1753805721.069135,2025-07-29 18:15:21,8.613057
1281,1753805729.715283,2025-07-29 18:15:29,370,1753805721.069135,2025-07-29 18:15:21,8.646148
1282,1753805729.764512,2025-07-29 18:15:29,370,1753805721.069135,2025-07-29 18:15:21,8.695377
1283,1753805729.813778,2025-07-29 18:15:29,370,1753805721.069135,2025-07-29 18:15:21,8.744643
1284,1753805729.865161,2025-07-29 18:15:29,370,1753805721.069135,2025-07-29 18:15:21,8.796026
1285,1753805729.909453,2025-07-29 18:15:29,370,1753805721.069135,2025-07-29 18:15:21,8.840318
1286,1753805729.95155,2025-07-29 18:15:29,370,1753805721.069135,2025-07-29 18:15:21,8.882415
1287,1753805730.012029,2025-07-29 18:15:30,370,1753805721.069135,2025-07-29 18:15:21,8.942894
1288,1753805730.061834,2025-07-29 18:15:30,370,1753805721.069135,2025-07-29 18:15:21,8.992699
1289,1753805730.116119,2025-07-29 18:15:30,370,1753805721.069135,2025-07-29 18:15:21,9.046984
1290,1753805730.170312,2025-07-29 18:15:30,370,1753805721.069135,2025-07-29 18:15:21,9.101177
